Number collaborations;artist_id;artist_name;feat_artist_id;feat_artist_name
3;mn0000790797;Shakira;mn0002641990;Pablo Alborán
10;mn0000790797;Shakira;mn0002858214;Black M
50;mn0000792507;Frank Sinatra;mn0000006334;Tony Bennett
50;mn0000792507;Frank Sinatra;mn0000062912;Nelson Riddle Orchestra
49;mn0000792507;Frank Sinatra;mn0000123345;Claus Ogerman
29;mn0000792507;Frank Sinatra;mn0000180452;Emile Ford
59;mn0000792507;Frank Sinatra;mn0000209441;Charles Pollard
41;mn0000792507;Frank Sinatra;mn0000307225;Axel Stordahl
49;mn0000792507;Frank Sinatra;mn0000350840;Jimmy Buffett
29;mn0000792507;Frank Sinatra;mn0000365744;Kathryn Grayson
43;mn0000792507;Frank Sinatra;mn0000378672;Quincy Jones & His Orchestra
30;mn0000792507;Frank Sinatra;mn0000493123;The Rat Pack
3;mn0000792507;Frank Sinatra;mn0000503943;Armstrong
45;mn0000792507;Frank Sinatra;mn0000591425;Benny Goodman & His Orchestra
92;mn0000792507;Frank Sinatra;mn0000616414;Tommy Dorsey & His Orchestra
40;mn0000792507;Frank Sinatra;mn0000769388;Billy May
2;mn0000792507;Frank Sinatra;mn0000781837;Antônio Carlos Jobim
33;mn0000792507;Frank Sinatra;mn0000794173;Frankie Miller
50;mn0000792507;Frank Sinatra;mn0000796972;Fred Waring & His Pennsylvanians
12;mn0000792507;Frank Sinatra;mn0000813392;Dean Martin
57;mn0000792507;Frank Sinatra;mn0000861695;Nelson Riddle & His Orchestra
48;mn0000792507;Frank Sinatra;mn0000934072;Tommy Dorsey
52;mn0000792507;Frank Sinatra;mn0000950297;Gordon Jenkins & His Orchestra
41;mn0000792507;Frank Sinatra;mn0001177861;Hollywood String Quartet
15;mn0000792733;Ben Harper;mn0000037730;Pearl Jam
20;mn0000792733;Ben Harper;mn0000059468;The Blind Boys of Alabama
12;mn0000792733;Ben Harper;mn0000070175;The Funk Brothers
4;mn0000792733;Ben Harper;mn0000102321;Leon Mobley
3;mn0000792733;Ben Harper;mn0000131841;James Cotton
60;mn0000792733;Ben Harper;mn0000164893;Ben Harper & the Innocent Criminals
67;mn0000792733;Ben Harper;mn0000211627;Charlie Musselwhite
25;mn0000792733;Ben Harper;mn0000490823;Ben Harper & the Blind Boys of Alabama
22;mn0000792733;Ben Harper;mn0001063103;Ben Harper and Relentless7
48;mn0000792733;Ben Harper;mn0001829369;Innocent Criminals
2;mn0000792733;Ben Harper;mn0002396007;Reientless7
7;mn0000793848;Faithless;mn0000159784;Ganga
22;mn0000793848;Faithless;mn0000398599;Dave Pearce
25;mn0000793848;Faithless;mn0000478351;Cass Fox
11;mn0000793848;Faithless;mn0000502989;Armin van Buuren
28;mn0000793848;Faithless;mn0000749222;Paul Oakenfold
27;mn0000793848;Faithless;mn0000749743;Steps
16;mn0000793848;Faithless;mn0000771470;Boy George
14;mn0000793848;Faithless;mn0000784642;Claude Challe
4;mn0000793848;Faithless;mn0000803009;Cat Power
15;mn0000793848;Faithless;mn0000935134;N-Tyce
2;mn0000793848;Faithless;mn0001626344;Bad Plua
4;mn0000793848;Faithless;mn0002259748;Jean-Louis Aubert
10;mn0000793848;Faithless;mn0003641635;Offshr
8;mn0000795360;Carlos Baute;mn0000096198;Alexis & Fido
6;mn0000795360;Carlos Baute;mn0000138235;Laura Pausini
9;mn0000795360;Carlos Baute;mn0000152557;Belinda
3;mn0000795360;Carlos Baute;mn0000162265;Franco De Vita
16;mn0000795360;Carlos Baute;mn0000581875;Yasmil Marrufo
13;mn0000795360;Carlos Baute;mn0002670271;Rasel
7;mn0000795360;Carlos Baute;mn0003632695;Chyno Miranda
11;mn0000796364;Carlos Núñez;mn0000037212;Andreas Vollenweider
7;mn0000796364;Carlos Núñez;mn0000067406;The Chieftains
16;mn0000796364;Carlos Núñez;mn0000560522;Dan Ar Bras
2;mn0000796364;Carlos Núñez;mn0000744736;Sharon Shannon
6;mn0000796364;Carlos Núñez;mn0000785773;Laurie Anderson
11;mn0000796364;Carlos Núñez;mn0001252773;Xiradela
8;mn0000796364;Carlos Núñez;mn0001261469;Bagad de Lann-Bihoué
29;mn0000796364;Carlos Núñez;mn0001886232;Brian Byrne
6;mn0000796364;Carlos Núñez;mn0002249383;Eva Quartet
2;mn0000796439;Carlos Vives;mn0000241842;Sandro
9;mn0000796439;Carlos Vives;mn0000271554;Joseph Portes
24;mn0000796439;Carlos Vives;mn0000292011;Roberto Carlos
17;mn0000796439;Carlos Vives;mn0000530004;Melendi
13;mn0000796439;Carlos Vives;mn0000572807;Manny Benito
29;mn0000796439;Carlos Vives;mn0000588991;Yordano
8;mn0000796439;Carlos Vives;mn0000790797;Shakira
7;mn0000796439;Carlos Vives;mn0001007473;Khumbula
5;mn0000796439;Carlos Vives;mn0003328058;Sebastian Yatra
92;mn0000796734;Elton John;mn0000059611;Melbourne Symphony Orchestra
46;mn0000796734;Elton John;mn0000140012;Lebo M.
59;mn0000796734;Elton John;mn0000286572;Joss Stone
67;mn0000796734;Elton John;mn0000321321;Lulu
74;mn0000796734;Elton John;mn0000330575;Neil Sedaka
57;mn0000796734;Elton John;mn0000337119;Phil Collins
51;mn0000796734;Elton John;mn0000376204;Mary J. Blige
21;mn0000796734;Elton John;mn0000407524;Nik Kershaw
16;mn0000796734;Elton John;mn0000515038;Tom Robinson
71;mn0000796734;Elton John;mn0000581661;Pnau
30;mn0000796734;Elton John;mn0000630248;Davey Johnstone
25;mn0000796734;Elton John;mn0000740360;Gary Barlow
26;mn0000796734;Elton John;mn0000804476;Charles Aznavour
79;mn0000796734;Elton John;mn0000816387;Leon Russell
30;mn0000796734;Elton John;mn0000921895;2Pac
11;mn0000796763;Eddy Grant;mn0000894151;Mike Hurst
8;mn0000796763;Eddy Grant;mn0001839941;The Coach House Rhythm Section
15;mn0000796763;Eddy Grant;mn0002121934;Lady Linn and Her Magnificent Seven
10;mn0000797932;Enrique Bunbury;mn0000025597;Andrés Calamaro
21;mn0000797932;Enrique Bunbury;mn0000280606;Quique González
9;mn0000797932;Enrique Bunbury;mn0000393055;Revólver
11;mn0000797932;Enrique Bunbury;mn0000402440;Raphael
11;mn0000797932;Enrique Bunbury;mn0001931839;Zoé
96;mn0000797932;Enrique Bunbury;mn0003185899;Bunbury
14;mn0000797932;Enrique Bunbury;mn0003223857;Mon Laferte
33;mn0000799053;Donovan;mn0000128264;Jackie Trent
10;mn0000799053;Donovan;mn0000138899;Element of Crime
40;mn0000799053;Donovan;mn0000196968;Jeff Beck Group
60;mn0000799053;Donovan;mn0000715864;Karen Elson
17;mn0000799053;Donovan;mn0000755494;Silver Apples
12;mn0000799053;Donovan;mn0000869035;No Angels
28;mn0000799053;Donovan;mn0000940229;Loudest Whisper
35;mn0000799053;Donovan;mn0001233067;Danny Thompson
8;mn0000799053;Donovan;mn0001582708;John Betjeman
8;mn0000799053;Donovan;mn0001906569;Donavon
42;mn0000799053;Donovan;mn0001952393;Eddie Hardin & Guests
37;mn0000799053;Donovan;mn0002301175;Donovan Leitch
96;mn0000804476;Charles Aznavour;mn0000144272;Clayton-Hamilton Jazz Orchestra
40;mn0000804476;Charles Aznavour;mn0000150629;Édith Piaf
55;mn0000804476;Charles Aznavour;mn0000207425;Wiener Symphoniker
138;mn0000804476;Charles Aznavour;mn0000273531;Liza Minnelli
356;mn0000804476;Charles Aznavour;mn0000373319;Waldir Calmon
66;mn0000804476;Charles Aznavour;mn0000393938;Kéry James
144;mn0000804476;Charles Aznavour;mn0000848484;Pierre Roche
15;mn0000804476;Charles Aznavour;mn0000851639;Plácido Domingo
59;mn0000804476;Charles Aznavour;mn0000864899;Thomas Dutronc
2;mn0000805274;Dr. Dre;mn0000029086;Snoop Dogg
23;mn0000805274;Dr. Dre;mn0000073749;The Game
99;mn0000805274;Dr. Dre;mn0000086065;Ice Cube
1;mn0000805274;Dr. Dre;mn0000094752;LL Cool J
17;mn0000805274;Dr. Dre;mn0000104535;The Lady of Rage
42;mn0000805274;Dr. Dre;mn0000186978;Mack 10
3;mn0000805274;Dr. Dre;mn0000289347;Sam Sneed
22;mn0000805274;Dr. Dre;mn0000315463;Scarface
38;mn0000805274;Dr. Dre;mn0000330028;Jewell
5;mn0000805274;Dr. Dre;mn0000373592;Nate Dogg
9;mn0000805274;Dr. Dre;mn0000502371;Missy Elliott
32;mn0000805274;Dr. Dre;mn0000533117;George Clinton
21;mn0000805274;Dr. Dre;mn0000653665;DJ Eyal Project
36;mn0000805274;Dr. Dre;mn0000668289;Godson
25;mn0000805274;Dr. Dre;mn0000678231;Dat Nigga Daz
1;mn0000805274;Dr. Dre;mn0000809966;Vidna Obmana
10;mn0000805274;Dr. Dre;mn0000919805;50 Cent
13;mn0000805274;Dr. Dre;mn0000933684;Re-Up Gang
5;mn0000805274;Dr. Dre;mn0000957631;World Class Wreckin' Cru
10;mn0000805858;Estopa;mn0000182995;Macaco
19;mn0000805858;Estopa;mn0000307642;Peret
10;mn0000805858;Estopa;mn0000345051;Rosario
10;mn0000805858;Estopa;mn0000391409;Ojos de Brujo
7;mn0000805858;Estopa;mn0001459456;María Jiménez
15;mn0000808336;Ryan Adams;mn0000078020;Keith Morris
236;mn0000808336;Ryan Adams;mn0000079925;Ryan Adams & the Cardinals
10;mn0000808336;Ryan Adams;mn0000159699;Emmylou Harris
20;mn0000808336;Ryan Adams;mn0000239295;Leona Naess
23;mn0000808336;Ryan Adams;mn0000531586;The Cardinals
27;mn0000808336;Ryan Adams;mn0000536526;Caitlin Cary
12;mn0000808336;Ryan Adams;mn0000758208;Beth Orton
9;mn0000809266;Ultravox;mn0000284546;Phil Lynott
110;mn0000809266;Ultravox;mn0000479687;Midge Ure
90;mn0000809266;Ultravox;mn0000717352;Ultravox & Midge Ure
4;mn0000810166;Vonda Shepard;mn0000149044;Barry White
5;mn0000810166;Vonda Shepard;mn0000157341;Emily Saliers
14;mn0000810166;Vonda Shepard;mn0000283257;Robert Downey, Jr.
17;mn0000810166;Vonda Shepard;mn0000597309;Tina Turner
16;mn0000810166;Vonda Shepard;mn0000648240;Calista Flockhart
12;mn0000810166;Vonda Shepard;mn0000667738;Dan Hill
10;mn0000810166;Vonda Shepard;mn0000810770;Jane Krakowski
15;mn0000813946;Deftones;mn0000670424;DJ Z-Trip
1;mn0000813946;Deftones;mn0000692100;Youssou N'Dour
128;mn0000815039;John Lee Hooker;mn0000046861;Ray Charles
60;mn0000815039;John Lee Hooker;mn0000074115;Groundhogs
53;mn0000815039;John Lee Hooker;mn0000301955;Lowell Fulson
56;mn0000815039;John Lee Hooker;mn0000395888;Randy California
126;mn0000815039;John Lee Hooker;mn0000421122;Memphis Slim
13;mn0000815039;John Lee Hooker;mn0000423829;Miles Davis
42;mn0000815039;John Lee Hooker;mn0000574859;Mitch Woods
8;mn0000815039;John Lee Hooker;mn0000805298;Charles Brown
110;mn0000815039;John Lee Hooker;mn0000830425;Robert Cray
135;mn0000815039;John Lee Hooker;mn0000946137;Canned Heat
49;mn0000815039;John Lee Hooker;mn0003010488;Freddie Below
83;mn0000816890;Johnny Cash;mn0000051910;The Carter Family
19;mn0000816890;Johnny Cash;mn0000165818;Charley Pride
48;mn0000816890;Johnny Cash;mn0000248920;Sara Evans
40;mn0000816890;Johnny Cash;mn0000263923;The Light Crust Doughboys
49;mn0000816890;Johnny Cash;mn0000583959;Willie Nelson
51;mn0000816890;Johnny Cash;mn0000738945;Foster Brooks
44;mn0000816890;Johnny Cash;mn0000768818;Marshall Grant
46;mn0000816890;Johnny Cash;mn0000792953;Carl Perkins
53;mn0000816890;Johnny Cash;mn0000811962;John Carter Cash
55;mn0000816890;Johnny Cash;mn0000814606;Wanda Jackson
267;mn0000816890;Johnny Cash;mn0000838300;June Carter Cash
48;mn0000816890;Johnny Cash;mn0000944310;George Jones
59;mn0000816890;Johnny Cash;mn0002033075;Evangel Temple Choir
52;mn0000816890;Johnny Cash;mn0002113699;Harald Thune
41;mn0000820434;Whitney Houston;mn0000018977;Barry Manilow
15;mn0000820434;Whitney Houston;mn0000032071;Shirley Caesar
16;mn0000820434;Whitney Houston;mn0000036542;Angie & Debbie Winans
5;mn0000820434;Whitney Houston;mn0000159298;Party Tyme Karaoke
18;mn0000820434;Whitney Houston;mn0000234647;Deborah Cox
1;mn0000820434;Whitney Houston;mn0000262255;Mariah Carey
11;mn0000820434;Whitney Houston;mn0000324854;Jermaine Jackson
6;mn0000820434;Whitney Houston;mn0000376204;Mary J. Blige
14;mn0000820434;Whitney Houston;mn0000386865;Material
12;mn0000820434;Whitney Houston;mn0000622805;Stevie Wonder
7;mn0000820434;Whitney Houston;mn0000647494;Georgia Mass Choir
22;mn0000820434;Whitney Houston;mn0000729857;Jordin Sparks
3;mn0000820434;Whitney Houston;mn0000748700;Paul Jabara
8;mn0000820434;Whitney Houston;mn0001177487;The Family
17;mn0000825251;Marilyn Manson;mn0000028432;Sneaker Pimps
28;mn0000825251;Marilyn Manson;mn0000239382;Academy of St. Martin-in-the-Fields
168;mn0000825251;Marilyn Manson;mn0000268193;Marilyn Manson & the Spooky Kids
6;mn0000825251;Marilyn Manson;mn0000661795;DMX
18;mn0000825251;Marilyn Manson;mn0000668127;Godhead
1;mn0000830538;Robert Plant;mn0000005067;The Soweto Gospel Choir
15;mn0000830538;Robert Plant;mn0000075473;The Honeydrippers
15;mn0000830538;Robert Plant;mn0000218777;John Bonham
15;mn0000830538;Robert Plant;mn0000489303;The Yardbirds
19;mn0000830538;Robert Plant;mn0000548185;Robert Plant & the Strange Sensation
26;mn0000830538;Robert Plant;mn0000636328;Band of Joy
20;mn0000830538;Robert Plant;mn0000745071;Alison Krauss
20;mn0000830538;Robert Plant;mn0001592321;Escala
27;mn0000831236;Mark Knopfler;mn0000059156;B.B. King
44;mn0000831236;Mark Knopfler;mn0000094205;Chet Atkins
18;mn0000831236;Mark Knopfler;mn0000105761;Chris Barber
22;mn0000831236;Mark Knopfler;mn0000257274;Jools Holland
11;mn0000831236;Mark Knopfler;mn0000291833;Rod Clements
33;mn0000831236;Mark Knopfler;mn0000306208;Scotty Moore
36;mn0000831236;Mark Knopfler;mn0000774588;Kris Kristofferson
19;mn0000831236;Mark Knopfler;mn0000944310;George Jones
23;mn0000831236;Mark Knopfler;mn0000946556;Guy Fletcher
15;mn0000831708;Rocío Dúrcal;mn0000143559;Joaquín Sabina
12;mn0000831708;Rocío Dúrcal;mn0000158553;Dyango
139;mn0000831708;Rocío Dúrcal;mn0000240252;Juan Gabriel
45;mn0000831708;Rocío Dúrcal;mn0000288830;Rocío Jurado
49;mn0000831708;Rocío Dúrcal;mn0000387029;Rafael Ferro
10;mn0000831708;Rocío Dúrcal;mn0000399559;Raúl Di Blasio
14;mn0000831708;Rocío Dúrcal;mn0000420967;Memphis Jug Band
29;mn0000831708;Rocío Dúrcal;mn0000740186;Cecilia
17;mn0000831708;Rocío Dúrcal;mn0000866703;Nicho Hinojosa
25;mn0000831708;Rocío Dúrcal;mn0000987481;Enrique Guzmán
41;mn0000831708;Rocío Dúrcal;mn0001541468;Amalia DeIsaura
9;mn0000831708;Rocío Dúrcal;mn0001843704;Junior
10;mn0000831708;Rocío Dúrcal;mn0001854956;Arturo Mendoza & Mariachi Los Vargas
8;mn0000834108;Sarah McLachlan;mn0000055721;Blank & Jones
9;mn0000834108;Sarah McLachlan;mn0000080780;Sheryl Crow
14;mn0000834108;Sarah McLachlan;mn0000103484;Indigo Girls
5;mn0000834108;Sarah McLachlan;mn0000139089;Barenaked Ladies
4;mn0000834108;Sarah McLachlan;mn0000180689;Carter Beauford
33;mn0000834108;Sarah McLachlan;mn0000235290;Delerium
4;mn0000834108;Sarah McLachlan;mn0000275335;Josh Groban
13;mn0000834108;Sarah McLachlan;mn0000392410;Rabbit in the Moon
12;mn0000834108;Sarah McLachlan;mn0000571896;Melissa McClelland
11;mn0000834108;Sarah McLachlan;mn0000773676;The Perishers
8;mn0000834108;Sarah McLachlan;mn0000892771;The O'Jays
1;mn0000834108;Sarah McLachlan;mn0001044436;D.M.C.
10;mn0000834108;Sarah McLachlan;mn0001322215;Gohl
16;mn0000834108;Sarah McLachlan;mn0003428066;The Sarah McLachlan School Choir
1;mn0000834859;Santiago Auserón;mn0000225257;Marina Rossell
1;mn0000834859;Santiago Auserón;mn0000942252;Compay Segundo
4;mn0000834859;Santiago Auserón;mn0002000328;Dani Nello
6;mn0000836376;Julieta Venegas;mn0000174401;Eugenia León
12;mn0000836376;Julieta Venegas;mn0000239035;Lenine
3;mn0000836376;Julieta Venegas;mn0000284939;Los Ángeles Negros
12;mn0000836376;Julieta Venegas;mn0000651796;Gustavo Santaolalla
12;mn0000836376;Julieta Venegas;mn0000668621;Mala Rodríguez
7;mn0000836376;Julieta Venegas;mn0000720385;Yamil Rezc
8;mn0000836376;Julieta Venegas;mn0000756035;Sonora Santanera
2;mn0000836376;Julieta Venegas;mn0000828349;Marisa Monte
6;mn0000836376;Julieta Venegas;mn0000861687;Nelly Furtado
11;mn0000836376;Julieta Venegas;mn0000869068;Mercedes Sosa
7;mn0000836376;Julieta Venegas;mn0000954385;Bajofondo
12;mn0000836376;Julieta Venegas;mn0001001159;Juan Son
10;mn0000836376;Julieta Venegas;mn0002735403;Ana Tijoux
1;mn0000839432;Vanessa Carlton;mn0000092743;Haylie Ecker
2;mn0000839432;Vanessa Carlton;mn0000128495;Counting Crows
3;mn0000839432;Vanessa Carlton;mn0000310905;Lucero
8;mn0000839432;Vanessa Carlton;mn0000936190;Stevie Nicks
5;mn0000839432;Vanessa Carlton;mn0001968188;Deer Tick
1;mn0000840000;Vangelis;mn0000016145;Ambrosian Singers
23;mn0000840000;Vangelis;mn0000253861;Jon Anderson
31;mn0000840000;Vangelis;mn0000316096;Mary Hopkin
349;mn0000840000;Vangelis;mn0000495954;Aphrodite's Child
64;mn0000840000;Vangelis;mn0000725765;Irene Papas
110;mn0000840000;Vangelis;mn0000821950;Jon & Vangelis
51;mn0000840000;Vangelis;mn0001534536;Synthesizer Orchestra
42;mn0000840402;The Velvet Underground;mn0000068283;The Charlatans UK
9;mn0000840402;The Velvet Underground;mn0000801971;Bob Geldof
81;mn0000840402;The Velvet Underground;mn0000868306;Nico
10;mn0000840708;Vengaboys;mn0000395154;Carlotta Chadwick
5;mn0000840708;Vengaboys;mn0000589523;Absolom
11;mn0000840708;Vengaboys;mn0001002407;R.I.O.
2;mn0000840708;Vengaboys;mn0001070608;Perez Hilton
16;mn0000840708;Vengaboys;mn0001449399;The Blackout Crew
11;mn0000840907;Jennifer Rush;mn0000007230;Brian May
6;mn0000840907;Jennifer Rush;mn0000256723;Leslie Mandoki
17;mn0000840907;Jennifer Rush;mn0000387720;Michael Bolton
10;mn0000840907;Jennifer Rush;mn0000851639;Plácido Domingo
18;mn0000840907;Jennifer Rush;mn0002661896;Alexandra Wilcke
10;mn0000840907;Jennifer Rush;mn0002853363;London Mix
2;mn0000841870;Jennifer Paige;mn0000165410;Chance Scoggins
5;mn0000841870;Jennifer Paige;mn0000375510;Lââm
9;mn0000841870;Jennifer Paige;mn0000609396;Tom Jones
11;mn0000841870;Jennifer Paige;mn0000992026;Chris Rockford
5;mn0000841870;Jennifer Paige;mn0001528400;Worldwide Groove Corporation
9;mn0000841870;Jennifer Paige;mn0001765528;Nick Carter
71;mn0000842802;Peter Gabriel;mn0000040879;Angélique Kidjo
4;mn0000842802;Peter Gabriel;mn0000130689;Jackson Browne
22;mn0000842802;Peter Gabriel;mn0000134051;Elbow
13;mn0000842802;Peter Gabriel;mn0000185591;Arcade Fire
24;mn0000842802;Peter Gabriel;mn0000197364;David Byrne
118;mn0000842802;Peter Gabriel;mn0000199995;Genesis
31;mn0000842802;Peter Gabriel;mn0000240252;Juan Gabriel
10;mn0000842802;Peter Gabriel;mn0000265857;Little Steven & the Disciples of Soul
5;mn0000842802;Peter Gabriel;mn0000497132;Milton Nascimento
8;mn0000842802;Peter Gabriel;mn0000633929;Tony Banks
9;mn0000842802;Peter Gabriel;mn0000692100;Youssou N'Dour
33;mn0000842802;Peter Gabriel;mn0000887719;Nusrat Fateh Ali Khan
10;mn0000842802;Peter Gabriel;mn0000940583;The Call
18;mn0000842802;Peter Gabriel;mn0001302740;Akira Inoue
6;mn0000846787;Pereza;mn0000443987;Efecto Mariposa
3;mn0000846787;Pereza;mn0001964382;Burning
131;mn0000850692;Jethro Tull;mn0000086627;Ian Anderson
16;mn0000850692;Jethro Tull;mn0000162233;Fairport Convention
52;mn0000850692;Jethro Tull;mn0000204746;Drew's Famous
87;mn0000850692;Jethro Tull;mn0000692909;Dave Pegg
30;mn0000852007;Roy Orbison;mn0000015264;The Traveling Wilburys
46;mn0000852007;Roy Orbison;mn0000337271;Jessi Colter
195;mn0000852007;Roy Orbison;mn0000350127;Royal Philharmonic Orchestra
88;mn0000852007;Roy Orbison;mn0000476539;The Teen Kings
32;mn0000852007;Roy Orbison;mn0000745915;Paul Anka
44;mn0000852007;Roy Orbison;mn0000816890;Johnny Cash
157;mn0000852007;Roy Orbison;mn0000824022;Little Richard
13;mn0000852007;Roy Orbison;mn0001925148;Roy Orbison & the Candymen
9;mn0000853599;Los Rodríguez;mn0000300765;Sash!
9;mn0000853599;Los Rodríguez;mn0000354189;Los Panchos
49;mn0000853599;Los Rodríguez;mn0001006765;Rodriguez
22;mn0000855531;Barbra Streisand;mn0000043876;Sydney Chaplin
83;mn0000855531;Barbra Streisand;mn0000097654;Kim Carnes
27;mn0000855531;Barbra Streisand;mn0000113559;Company
48;mn0000855531;Barbra Streisand;mn0000117030;Lauren Frost
26;mn0000855531;Barbra Streisand;mn0000181886;Jason Gould
47;mn0000855531;Barbra Streisand;mn0000210830;Jamie Foxx
25;mn0000855531;Barbra Streisand;mn0000246523;Judy Garland
31;mn0000855531;Barbra Streisand;mn0000307395;Savion Glover
15;mn0000855531;Barbra Streisand;mn0000536754;Burl Ives
34;mn0000855531;Barbra Streisand;mn0000587204;Antonio Banderas
50;mn0000855531;Barbra Streisand;mn0000659118;Barry Gibb
17;mn0000855531;Barbra Streisand;mn0000661524;Donna Summer
220;mn0000855531;Barbra Streisand;mn0000774588;Kris Kristofferson
76;mn0000855531;Barbra Streisand;mn0000792507;Frank Sinatra
35;mn0000855531;Barbra Streisand;mn0000864209;Neil Diamond
17;mn0000855531;Barbra Streisand;mn0001283429;Danny Meehan
30;mn0000855531;Barbra Streisand;mn0001522173;Alec Baldwin
15;mn0000857621;Keane;mn0000110534;Chicane
2;mn0000857621;Keane;mn0000163688;Faultline
28;mn0000857621;Keane;mn0000260212;Pet Shop Boys
12;mn0000857621;Keane;mn0000407059;Mick Moloney
27;mn0000857621;Keane;mn0000514671;Brendan Benson
7;mn0000857621;Keane;mn0000609692;Findlay Brown
7;mn0000857621;Keane;mn0000630909;K'NAAN
4;mn0000857621;Keane;mn0000747302;Teddy Thompson
3;mn0000857621;Keane;mn0001563336;Rhythms del Mundo
20;mn0000857621;Keane;mn0002580989;Alesso
38;mn0000858827;Queen;mn0000007040;Tony Iommi
28;mn0000858827;Queen;mn0000007230;Brian May
261;mn0000858827;Queen;mn0000024139;Paul Rodgers
26;mn0000858827;Queen;mn0000034382;Paul Young
41;mn0000858827;Queen;mn0000073411;Thandiswa
48;mn0000858827;Queen;mn0000230667;Zucchero
31;mn0000858827;Queen;mn0000630035;Nancy McClean
13;mn0000858827;Queen;mn0000840006;Vanguard
20;mn0000858827;Queen;mn0001825830;Roscoe
12;mn0000859026;Natalia Lafourcade;mn0000124221;Control Machete
2;mn0000859026;Natalia Lafourcade;mn0000174401;Eugenia León
11;mn0000859026;Natalia Lafourcade;mn0000182995;Macaco
1;mn0000859026;Natalia Lafourcade;mn0000294189;Liquits
2;mn0000859026;Natalia Lafourcade;mn0001222084;Los Daniels
3;mn0000859026;Natalia Lafourcade;mn0002077139;Natalia y la Forquetina
9;mn0000859026;Natalia Lafourcade;mn0002435093;Esteman
7;mn0000859026;Natalia Lafourcade;mn0003662918;El David Aguilar
3;mn0000859026;Natalia Lafourcade;mn0003684866;Rocío Garcel
7;mn0000859589;Katy Perry;mn0001000302;3OH!3
7;mn0000859589;Katy Perry;mn0002804667;Ben Platt
1;mn0000859589;Katy Perry;mn0003275378;Ella Henderson
3;mn0000859961;Nacho Cano;mn0000512247;Alaska y Dinarama
1;mn0000861140;Nek;mn0000122219;Craig David
24;mn0000861140;Nek;mn0000214648;Max Pezzali
38;mn0000861140;Nek;mn0000277703;El Sueño de Morfeo
22;mn0000861140;Nek;mn0000742210;Sergio Dalma
8;mn0000861687;Nelly Furtado;mn0000047404;Attitude
18;mn0000861687;Nelly Furtado;mn0000073749;The Game
16;mn0000861687;Nelly Furtado;mn0000166604;Esthero
3;mn0000861687;Nelly Furtado;mn0000226402;Lloyd Banks
3;mn0000861687;Nelly Furtado;mn0000286439;Calle 13
3;mn0000861687;Nelly Furtado;mn0000288296;k-os
12;mn0000861687;Nelly Furtado;mn0000396427;New Street
21;mn0000861687;Nelly Furtado;mn0000415906;The Roots
6;mn0000861687;Nelly Furtado;mn0000490549;Anne Murray
6;mn0000861687;Nelly Furtado;mn0000502371;Missy Elliott
10;mn0000861687;Nelly Furtado;mn0000602378;Timbaland
17;mn0000861687;Nelly Furtado;mn0000668621;Mala Rodríguez
19;mn0000861687;Nelly Furtado;mn0000855562;Emmanuel Jal
6;mn0000861687;Nelly Furtado;mn0000861351;Nelly
13;mn0000861687;Nelly Furtado;mn0000912531;Antonio Carmona
1;mn0000861687;Nelly Furtado;mn0000915816;James Morrison
1;mn0000861687;Nelly Furtado;mn0000921924;Flo Rida
3;mn0000862671;Lucie Silvas;mn0000410045;Reamonn
9;mn0000862671;Lucie Silvas;mn0000935403;Tommy Fleming
3;mn0000862671;Lucie Silvas;mn0000975292;Marco Borsato
7;mn0000862671;Lucie Silvas;mn0000978637;Grégory Lemarchal
40;mn0000864209;Neil Diamond;mn0000094205;Chet Atkins
76;mn0000864209;Neil Diamond;mn0000135273;Earth, Wind & Fire
50;mn0000864209;Neil Diamond;mn0000186185;Céline Dion
26;mn0000864209;Neil Diamond;mn0000200791;Waylon Jennings
39;mn0000864209;Neil Diamond;mn0000288731;Rosemary Butler
9;mn0000864209;Neil Diamond;mn0000293391;Mark O'Connor
18;mn0000864209;Neil Diamond;mn0000340527;Raul Malo
43;mn0000864209;Neil Diamond;mn0000372037;Natalie Maines
49;mn0000864209;Neil Diamond;mn0000626131;Buffy Lawson
25;mn0000864209;Neil Diamond;mn0000774941;Collin Raye
48;mn0000864209;Neil Diamond;mn0000783221;Will Ferrell
33;mn0000864209;Neil Diamond;mn0000899342;139th Street Quartet
24;mn0000864209;Neil Diamond;mn0002006559;Ana Maria
19;mn0000866841;Nick Lowe;mn0000058549;Elvis Costello
12;mn0000866841;Nick Lowe;mn0000243012;Rockpile
127;mn0000866841;Nick Lowe;mn0000358889;Los Straitjackets
13;mn0000866841;Nick Lowe;mn0000367507;Martin Belmont
9;mn0000866841;Nick Lowe;mn0000792733;Ben Harper
7;mn0000866841;Nick Lowe;mn0000825619;Little Village
44;mn0000866841;Nick Lowe;mn0000866675;Nick Lowe & His Cowboy Outfit
29;mn0000869068;Mercedes Sosa;mn0000001948;Alfredo Abalos
10;mn0000869068;Mercedes Sosa;mn0000096142;Charly García
46;mn0000869068;Mercedes Sosa;mn0000263174;Horacio Guarany
23;mn0000869068;Mercedes Sosa;mn0000267404;Maria Graña
34;mn0000869068;Mercedes Sosa;mn0000579909;Holly Near
36;mn0000869068;Mercedes Sosa;mn0000589689;Antonio Tarrago Ros
43;mn0000869068;Mercedes Sosa;mn0000594926;Ariel Ramírez
31;mn0000869068;Mercedes Sosa;mn0000716001;Cuarteto Zupay
66;mn0000869068;Mercedes Sosa;mn0000801477;Cesar Isella
